,Institute,Sci_topic,Author,Year,Conf_level,Material,M_Type,MatGroupFKM,Batch,Manufacturer,Prod_Proc,Furn_capa,Deoxid_proc,Ingot_size,Red_ratio,HProc,Form,DorTh,Length,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Al,V,Nb,N_,Ti,Ca,O,dA,dB,dC,dD,DS,Exp_n,Exp_b,DefType,Proc_name,Microstruct,Tstart,Tend,Vcf,NTemp,Ntime,CTemp,Ctime,THTemp,THtime,THQCr,QmTemp,THTemp2,THtime2,THQCr2,QmTemp2,TTemp,Ttime,TCr,Gm,Gstd,Texture,GrainRatio,Poros,Geometry_type,CS_form,CS_surface,QS_LD,Re_U,Re_U_dev,Rp02,Rp02_dev,Rm,Rm_dev,R_true_fracture,Rtf_dev,AG,AG_dev,A5,A5_dev,Z,Z_dev,A_KerbSchlag,A_KS_dev,HV20,HV20_dev,HardProc,t_eff,t_eff_dev,HV20_core,HV20_core_dev,Rp02_base,Rm_base,AG_base,A5_base,Z_base,Deff,Kt,G0,G0_r,G0_d,A90_Mises,V90_Mises,Kp,Rz,Finish,Finish_speci,SpecF,LD,Prstrain,RS_depth,RS_I,RSII,Sa,N,outcome,fail_loc,defect_type,R_ratio,Nu,Control,Machine,f_test,L_Type,Sd,Sd_unc,k,k_unc,NE,NE_unc,1Ts,1Ts_unc,method,n_spec,n_lvls_frac,n_lvls_inf,Nu_cur,Sa_min,Nm_Sa_min
DaBef220,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.43,0.31,0.75,0.02,0.03,0.0,1.15,0.22,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,850.0,30.0,200.0,30.0,,,,,560.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1029.0,,1097.0,,,,,,13.0,,,,,,,,,,,,,,,,,,14.2,3.48,1.15,1.15,0,,,,,,,cylinder,0,0,,,,"[370.0, 370.0, 370.0, 370.0, 370.0, 370.0, 285.0, 285.0, 285.0, 285.0, 285.0, 285.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 186.0, 186.0, 178.0, 178.0, 178.0, 178.0, 178.0, 178.0, 178.0, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 162.0, 162.0]","[3000, 3300, 3000, 2900, 3000, 2900, 10000, 10100, 9600, 9200, 9900, 9900, 51400, 60400, 56500, 48000, 45000, 55300, 261000, 400200, 2000000, 2000000, 297800, 242000, 128100, 326900, 445800, 2000000, 2000000, 2000000, 2000000, 2000000, 2000000, 283000, 417200, 2000000, 2000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout', 'runout', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0.0,2000000.0,Force,,20.0,3.0,174.37,6.922,6.333,2.36,283403.0,178722.0,1.132,0.022,4 params,37.0,6.0,3.0,2000000.0,,
DaBef221,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.43,0.31,0.75,0.02,0.03,0.0,1.15,0.22,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,850.0,30.0,200.0,30.0,,,,,560.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1029.0,,1097.0,,,,,,13.0,,,,,,,,,,,,,,,,,,14.2,3.48,1.15,1.15,0,,,,,,,cylinder,0,0,,,,"[480.0, 480.0, 480.0, 480.0, 480.0, 480.0, 370.0, 370.0, 370.0, 370.0, 370.0, 370.0, 285.0, 285.0, 285.0, 285.0, 285.0, 285.0, 212.0, 204.0, 204.0, 204.0, 204.0, 204.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0, 188.0, 188.0, 188.0, 188.0]","[2600, 2400, 2500, 2600, 3200, 3600, 9700, 10000, 10000, 9700, 8900, 9700, 39200, 42200, 32300, 34700, 48700, 49100, 249000, 630700, 318900, 439300, 1054500, 412900, 2000000, 2000000, 2000000, 2000000, 789700, 276300, 213500, 1118000, 935000, 2000000, 2000000, 2000000, 2000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,194.21,7.952,6.083,2.353,553005.0,350885.0,1.175,0.025,4 params,37.0,6.0,2.0,2000000.0,,
DaBef223,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.52,0.24,0.61,0.01,0.03,0.04,0.01,0.02,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,860.0,30.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,390.0,,651.0,,,,,,24.0,,,,,,,,,,,,,,,,,,14.2,3.48,1.15,1.15,0,,,,,,,cylinder,0,0,,,,"[170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 108.0, 100.0, 100.0, 100.0, 100.0, 92.0, 92.0, 92.0, 92.0, 92.0, 84.0, 84.0]","[22400, 51500, 34400, 17000, 16800, 16300, 145200, 182700, 143500, 94000, 111600, 115500, 1486000, 2000000, 730200, 572900, 1268000, 946800, 318200, 1113000, 721900, 1469000, 941100, 2000000, 2000000, 2000000, 894200, 1315000, 2000000, 2000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0.0,2000000.0,Force,,20.0,3.0,93.45,3.074,6.789,2.301,1330333.0,751529.0,1.143,0.026,4 params,30.0,5.0,3.0,2000000.0,,
DaBef224,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.52,0.24,0.61,0.01,0.03,0.04,0.01,0.02,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,860.0,30.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,390.0,,651.0,,,,,,24.0,,,,,,,,,,,,,,,,,,14.2,3.48,1.15,1.15,0,,,,,,,cylinder,0,0,,,,"[300.0, 300.0, 300.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 112.0, 112.0, 112.0, 112.0, 112.0, 112.0, 104.0, 104.0, 104.0, 104.0, 104.0]","[900, 1000, 1500, 30000, 47500, 17700, 33500, 17600, 21100, 19800, 107800, 196000, 124600, 95800, 119700, 87700, 1358000, 891000, 442900, 792600, 615700, 751300, 850200, 1437000, 923900, 1584000, 1392000, 2000000, 1128000, 2000000, 2000000, 2000000, 2000000, 2000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,108.48,3.636,6.557,2.72,1635333.0,1010879.0,1.17,0.034,4 params,34.0,5.0,2.0,2000000.0,,
DaBef270,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.18,0.39,1.35,0.02,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,364.0,,544.0,,,,,,32.0,,,,,,,,,,,,,,,,,,28.4,3.48,1.15,1.15,0,,,,7.0,,,cylinder,0,0,,,,"[270.0, 192.0, 192.0, 192.0, 191.0, 191.0, 135.0, 131.0, 122.0, 113.0, 135.0, 131.0, 122.0, 113.0, 105.0, 105.0, 105.0, 105.0, 105.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 96.0, 96.0, 96.0, 96.0]","[3600, 33300, 28500, 11800, 51700, 46100, 271000, 272000, 411000, 752000, 271000, 272000, 441000, 752000, 1109000, 1341000, 1482000, 1467000, 1828000, 2000000, 2000000, 2000000, 2000000, 1991000, 1629000, 1479000, 1321000, 1334000, 2000000, 2000000, 2000000, 2000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,99.63,3.615,6.185,2.299,1696165.0,1033580.0,1.113,0.028,4 params,32.0,9.0,2.0,2000000.0,,
DaBef271,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.18,0.39,1.35,0.02,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,364.0,,544.0,,,,,,32.0,,,,,,,,,,,,,,,,,,8,1.05,0.0,0,0,,,,2.5,,,cylinder,0,0,,,,"[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 275.0, 265.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 245.0, 245.0, 245.0, 245.0, 245.0, 245.0, 245.0, 234.0]","[7180, 11810, 7930, 16210, 9480, 14370, 16820, 10330, 16450, 11060, 20430, 65000, 177000, 1396000, 945000, 807000, 1763000, 1869000, 608000, 2000000, 1990000, 2000000, 2000000, 2000000, 2000000, 2000000, 2000000, 2000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,249.92,9.501,16.818,6.133,1239286.0,713159.0,1.078,0.032,4 params,28.0,5.0,3.0,2000000.0,,
DaBef305,,,,,,,Unspezifizierte Werkstoffgruppe,Steel,,,,,,,,,,,,0.2,0.4,0.17,0.01,0.02,0.05,0.04,0.0,0.11,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,268.6,,462.9,,,,,,32.4,,,,,,,,,,,,,,,,,,15,1.06,0.02,0.02,0,,,,,,,cylinder,0,0,,,,"[241.0, 241.0, 241.0, 241.0, 241.0, 241.0, 241.0, 241.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]","[16210, 62330, 9940, 52000, 15230, 61050, 16350, 87560, 117160, 96602, 108910, 107340, 115380, 320780, 57595, 242820, 69870, 234850, 396640, 262400, 1199300, 336800, 256070, 597250, 188440, 115300, 950680]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,13.37784836862524,3.049,,,1.1396346544634668,0.027,4 params,27.0,3.0,0.0,10000000.0,200.0,370891
DaBef306,,,,,,,Unspezifizierte Werkstoffgruppe,Steel,,,,,,,,,,,,0.28,0.28,1.01,0.01,0.02,0.06,0.03,0.0,0.1,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,364.0,,510.0,,,,,,35.0,,,,,,,,,,,,,,,,,,15,1.06,0.02,0.02,0,,,,,,,cylinder,0,0,,,,"[310.0, 310.0, 310.0, 310.0, 310.0, 310.0, 310.0, 310.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0]","[3942, 9200, 9257, 7000, 10350, 11300, 5695, 11937, 13060, 28900, 32650, 24500, 21250, 43360, 31915, 11937, 224440, 163100, 94640, 288760, 175190, 343540, 465840, 280130]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,15.636318419845628,4.663,,,1.0818611524585058,0.034,4 params,24.0,3.0,0.0,10000000.0,250.0,230094
DaBef372,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.16,0.19,0.4,0.01,0.03,0.07,0.02,0.0,0.11,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,319.0,,538.0,,,,,,,,,,,,,,,,,,,,,,,,6,2.28,0.8,0.02,0,,,,7.0,,,cylinder,0,0,,,,"[100.0, 110.0, 120.0, 130.0, 140.0, 150.0]","[4000000, 527300, 1551400, 202300, 135280, 106430]","['runout', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None]","[None, None, None, None, None, None]",0.0,4000000.0,Force,,20.0,3.0,104.33,4.18,7.678,2.556,1545419.0,876436.0,1.205,0.08,4 params,6.0,5.0,1.0,4000000.0,,
DaBef373,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.16,0.19,0.4,0.01,0.03,0.07,0.02,0.0,0.11,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,319.0,,508.0,,,,,,,,,,,,,,,,,,,,,,,,6,2.28,0.8,0.02,0,,,,7.0,,,cylinder,0,0,,,,"[100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 250.0]","[4000000, 1990800, 565380, 163040, 63405, 55306, 21229, 10591, 6799]","['runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None]",-1.0,4000000.0,Force,,20.0,3.0,109.54,1.544,7.416,4.2,3412818.0,2606473.0,1.069,0.044,4 params,9.0,8.0,1.0,4000000.0,,
DaBef380,,,,,,,Einsatzstahl,Steel,,,,,,,,,,,,0.16,0.26,0.54,0.02,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,860.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,310.0,,446.0,,,,,,51.3,,,,,,,,,,,,,,,,,,4,1.05,0.0,0,0,,,,,,,cylinder,0,0,,,,"[255.0, 240.0, 230.0, 210.0, 190.0, 180.0, 180.0]","[7700, 14824, 33865, 207550, 998330, 4000000, 2258800]","['failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, None]",-1.0,4000000.0,Force,,20.0,3.0,180.0,26.131,16.957,9.198,2398520.0,1784844.0,1.021,0.051,4 params,7.0,6.0,1.0,4000000.0,,
DaBef439,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.15,0.34,0.54,0.03,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,348.0,,538.0,,,,,,,,,,,,,,,,,,,,,,,,5,4.01,10.0,10,0,,,,,,,cylinder,0,0,,,,"[230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0]","[6239, 7200, 7390, 8400, 8710, 10200, 10400, 10900, 13900, 15400, 16500, 17400, 18700, 22200, 24000, 25700, 28700, 29500, 68400, 70900, 72000, 77700, 82100, 84700, 109900, 119900, 148400, 175500, 211400, 244700, 253000, 272700, 308600, 320400, 369600, 478700]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,5.521597542429221,1.694,,,1.127729164020209,0.03,4 params,36.0,4.0,0.0,10000000.0,125.0,281097
DaBef441,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.15,0.34,0.54,0.03,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,348.0,,538.0,,,,,,,,,,,,,,,,,,,,,,,,6.33,2.8,2.0,2,0,,,,,,,cylinder,0,0,,,,"[230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0]","[12900, 13700, 15200, 16000, 17300, 17700, 19400, 19500, 21200, 31700, 34900, 36300, 42400, 43200, 43900, 48700, 52000, 53400, 185600, 213100, 244700, 260400, 281800, 283700, 322600, 324700, 410100, 483400, 671700, 701000, 768700, 909000, 967600, 1047200, 1218200, 1426600]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,6.472491004314478,2.231,,,1.0931697922645758,0.036,4 params,36.0,4.0,0.0,10000000.0,125.0,868131
DaBef443,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.15,0.34,0.54,0.03,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,348.0,,538.0,,,,,,,,,,,,,,,,,,,,,,,,6,3.4,2.0,2,0,,,,,,,cylinder,0,0,,,,"[230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0]","[7350, 7950, 7980, 8050, 10500, 11200, 11900, 14500, 15800, 15000, 17900, 20800, 21300, 23600, 25500, 30000, 30500, 31700, 93600, 99000, 135700, 142100, 146100, 154100, 165000, 170400, 188200, 303000, 326800, 351300, 382700, 426600, 438000, 470800, 533500, 556800]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,6.097524108150192,2.043,,,1.1034237018142221,0.033,4 params,36.0,4.0,0.0,10000000.0,125.0,412776
DaBef445,,,,,,,unlegierter Baustahl,Steel,,,,,,,,,,,,0.15,0.34,0.54,0.03,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,348.0,,538.0,,,,,,,,,,,,,,,,,,,,,,,,5.29,3.72,2.0,2,0,,,,,,,cylinder,0,0,,,,"[230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0]","[4520, 4580, 5080, 6280, 6390, 6460, 8140, 8340, 10900, 11800, 14900, 15000, 15800, 17800, 18700, 20600, 22600, 23900, 88300, 96100, 109200, 109700, 118800, 119100, 126300, 139000, 152200, 243900, 289400, 290300, 306000, 327900, 341100, 375200, 380200, 429400]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,6.447099915128091,2.236,,,1.0903079891983167,0.035,4 params,36.0,4.0,0.0,10000000.0,125.0,327176
